City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,khenifra,32.9333,-5.6667,64.29,41,56,2.3,MA,1702325272
291,orchard homes,46.8633,-114.0484,39.27,95,100,1.01,US,1702325272
292,bodden town,19.2833,-81.25,82.4,85,75,11.5,KY,1702325272
293,sao paulo de olivenca,-3.3783,-68.8725,84.94,85,76,1.19,BR,1702325272
294,popondetta,-8.7537,148.2534,73.13,95,97,2.51,PG,1702325272
295,trinitapoli,41.3572,16.0874,58.05,73,68,11.36,IT,1702325272
296,sant antoni de portmany,38.9807,1.3036,62.1,83,0,6.91,ES,1702325273
297,robore,-18.3333,-59.75,82.81,70,98,5.19,BO,1702325273
298,vozhega,60.4725,40.2213,14.38,91,100,10.69,RU,1702325273
299,aykhal,66.0,111.5,-16.91,99,100,4.81,RU,1702325273
300,fort st. john,56.2499,-120.8529,25.61,67,99,2.64,CA,1702325273
301,walvis bay,-22.9575,14.5053,62.1,82,18,3.18,NA,1702325273
302,valparaiso,-33.0393,-71.6273,71.83,61,0,14.97,CL,1702325100
303,sinabang,2.4803,96.3801,78.13,84,96,2.17,ID,1702325274
304,san jose del cabo,23.0589,-109.6977,83.59,52,0,5.75,MX,1702325274
305,la passe,45.5549,-0.8967,57.43,94,100,13.71,FR,1702325274
306,kununurra,-15.7667,128.7333,82.38,83,100,0.0,AU,1702325274
307,turpan,42.9333,89.1667,32.4,63,100,1.77,CN,1702325274
308,yunyang,33.4474,112.7142,32.27,90,85,2.51,CN,1702325275
309,puerto quijarro,-17.7833,-57.7667,80.65,77,99,3.69,BO,1702325275
310,tazacorte,28.629,-17.9293,71.15,51,0,8.99,ES,1702325275
311,olmos,-5.9847,-79.7453,84.9,37,3,11.88,PE,1702325275
312,chifeng,42.2683,118.9636,3.79,69,10,0.87,CN,1702325275
313,saint-francois,46.4154,3.9054,56.64,80,100,16.11,FR,1702325276
314,pontian kechil,1.4866,103.3896,78.01,93,95,7.72,MY,1702325276
315,santa terezinha,-29.9002,-50.0904,72.54,77,10,13.18,BR,1702325276
316,malango,-2.9627,119.9001,67.82,96,86,2.66,ID,1702325276
317,hawkinsville,32.2838,-83.4721,58.35,30,0,8.12,US,1702325276
318,saint-pierre,-21.3393,55.4781,76.68,73,0,14.97,RE,1702325276
319,shimanovsk,52.0,127.7,-13.65,86,3,6.42,RU,1702325277
320,belyy yar,53.6039,91.3903,-31.11,75,40,0.0,RU,1702325277
321,ulsteinvik,62.3432,5.8487,33.75,79,11,3.0,NO,1702325277
322,narsingdi,23.9208,90.7181,64.42,71,0,2.91,BD,1702325277
323,northam,51.0333,-4.2167,54.66,95,21,14.58,GB,1702325277
324,nuku'alofa,-21.1333,-175.2,80.94,65,20,10.36,TO,1702325167
325,muravlenko,63.7898,74.523,-17.36,89,100,11.21,RU,1702325278
326,kolonia,50.9333,6.95,50.88,85,75,8.05,DE,1702325236
327,det udom,14.906,105.0784,76.15,66,100,2.71,TH,1702325278
328,hasaki,35.7333,140.8333,52.29,92,100,8.25,JP,1702325278
329,ajdabiya,30.7554,20.2263,64.0,61,40,10.67,LY,1702325278
330,novyy urgal,51.0736,132.5642,-25.67,99,18,1.61,RU,1702325278
331,la libertad,-2.2333,-80.9,82.06,69,20,11.5,EC,1702325279
332,bandon,51.7469,-8.7425,49.59,92,100,11.45,IE,1702325279
333,coquimbo,-29.9533,-71.3436,64.54,74,5,11.23,CL,1702325279
334,east london,-33.0153,27.9116,68.61,83,79,6.89,ZA,1702325279
335,kapuskasing,49.4169,-82.4331,17.73,72,86,6.71,CA,1702325279
336,vinogradovo,56.9333,37.55,17.82,93,100,12.5,RU,1702325279
337,aktau,43.65,51.2,12.78,85,95,22.82,KZ,1702325280
338,anadyr,64.75,177.4833,-14.01,75,0,8.95,RU,1702325280
339,choyr,46.3611,108.3611,-0.51,95,100,3.83,MN,1702325280
340,krapina,46.1608,15.8789,49.37,96,98,4.03,HR,1702325280
341,nizhniy ingash,56.2,96.53,-32.08,100,38,2.06,RU,1702325280
342,hood river,45.7054,-121.5215,47.43,97,100,7.0,US,1702325038
343,maracaju,-21.6144,-55.1683,88.72,52,53,4.03,BR,1702325281
344,xilin hot,43.9667,116.0333,1.6,96,100,3.15,CN,1702325281
345,huilong,31.8111,121.655,43.32,83,100,19.37,CN,1702325281
346,midvagur,62.0511,-7.1939,38.23,100,20,6.91,FO,1702325281
347,gereida,11.2811,25.1414,80.1,17,51,4.36,SD,1702325282
348,copan,14.8333,-89.15,81.5,83,70,6.53,HN,1702325282
349,artesia,33.8658,-118.0831,77.72,55,0,4.61,US,1702325282
350,dickinson,29.4608,-95.0513,66.16,45,0,6.91,US,1702325282
351,vila velha,-20.3297,-40.2925,82.35,81,40,16.11,BR,1702325283
352,derzhavinsk,51.1,66.3167,-20.38,92,8,13.96,KZ,1702325283
353,bardai,11.65,7.2333,63.19,26,0,9.26,NG,1702325283
354,papao,-17.75,-149.55,83.88,81,90,24.61,PF,1702325283
355,santa elena,-2.2333,-80.85,81.95,69,20,11.5,EC,1702325284
356,fisterra,42.9049,-9.2629,63.75,95,100,26.24,ES,1702325284
357,santa lucia,27.9117,-15.5407,65.77,43,0,4.61,ES,1702325284
358,tshabong,-26.05,22.45,75.34,18,0,10.63,BW,1702325284
359,brezina,33.0989,1.2608,60.73,26,59,5.99,DZ,1702325285
360,lompoc,34.6391,-120.4579,75.78,53,0,17.0,US,1702325178
361,tsiombe,-25.3,45.4833,76.17,92,72,2.89,MG,1702325285
362,yorkton,51.2167,-102.4677,24.64,63,75,31.07,CA,1702325286
363,dakhla,23.6848,-15.958,69.67,54,18,10.67,EH,1702325286
364,ironwood,46.4547,-90.171,23.81,79,20,12.66,US,1702325286
365,fale old settlement,-9.3852,-171.2468,83.44,79,100,22.41,TK,1702325286
366,praia,14.9215,-23.5087,77.54,73,6,13.8,CV,1702325287
367,kittila,67.6647,24.8936,8.74,92,100,3.44,FI,1702325287
368,port shepstone,-30.7414,30.455,68.63,88,100,6.22,ZA,1702325287
369,berlin,52.5244,13.4105,47.89,95,100,13.8,DE,1702324769
370,nieuw amsterdam,5.8833,-55.0833,84.22,83,40,4.61,SR,1702325288
371,usinsk,65.9939,57.5281,-4.94,89,100,25.99,RU,1702325288
372,springbok,-29.6643,17.8865,61.77,34,0,5.41,ZA,1702325288
373,la mira,18.035,-102.3266,87.15,46,100,1.57,MX,1702325289
374,moapa valley,36.5805,-114.4703,58.68,13,99,0.85,US,1702325289
375,khash,28.2211,61.2158,54.03,28,100,4.65,IR,1702325289
376,santiago,-33.4569,-70.6483,85.33,34,0,14.97,CL,1702325096
377,coahuayana de hidalgo,18.7,-103.6583,91.67,38,61,3.44,MX,1702325290
378,sinnar,13.5691,33.5672,80.73,13,79,9.73,SD,1702325290
379,oliver,49.1831,-119.5524,43.0,76,15,4.12,CA,1702325290
380,klichaw,53.4928,29.3352,31.26,97,100,12.55,BY,1702325290
381,usogorsk,63.4106,48.6872,3.67,92,100,11.72,RU,1702325291
382,greenville,35.6127,-77.3663,47.14,63,100,5.75,US,1702324567
383,lerwick,60.1545,-1.1494,39.2,72,100,8.84,GB,1702325291
384,karratha,-20.7377,116.8463,76.42,50,0,7.72,AU,1702325020
385,margate,51.3813,1.3862,46.69,83,0,3.0,GB,1702324773
386,upington,-28.4478,21.2561,75.38,21,0,9.19,ZA,1702325292
387,west fargo,46.875,-96.9004,30.2,75,40,12.66,US,1702325261
388,palpala,-24.2565,-65.2116,84.09,43,100,7.56,AR,1702325292
389,beira,-19.8436,34.8389,80.69,94,20,9.22,MZ,1702325293
390,kolonia town,6.964,158.206,82.4,83,100,5.75,FM,1702325293
391,sylvan lake,52.3168,-114.0853,21.49,85,60,4.12,CA,1702325293
392,rozhyshche,50.9154,25.2691,35.37,96,100,12.57,UA,1702325293
393,obock,12.25,43.0833,68.14,75,10,15.66,DJ,1702325294
394,chapala,20.3,-103.2,63.84,75,100,6.96,MX,1702325294
395,grajau,-5.8194,-46.1386,79.97,78,100,5.21,BR,1702325146
396,zhezqazghan,47.7833,67.7667,-9.42,68,6,19.69,KZ,1702325295
397,boende,-0.2167,20.8667,72.48,97,100,2.28,CD,1702325295
398,uturoa,-16.7333,-151.4333,80.4,76,73,20.29,PF,1702325295
399,unhel,23.3333,75.5667,61.83,46,95,6.02,IN,1702325295
400,guerrero negro,27.9769,-114.0611,72.12,30,77,3.53,MX,1702325295
401,kyren,51.6828,102.1408,-12.05,91,33,1.01,RU,1702325296
402,zaozersk,69.4005,32.4476,6.3,91,33,16.06,RU,1702325296
403,pak phanang,8.3511,100.202,79.54,83,39,4.83,TH,1702325297
404,jayapura,-2.5333,140.7,79.99,92,100,5.41,ID,1702325297
405,yuzhno-kurilsk,44.0306,145.8556,33.37,76,100,4.61,RU,1702325297
406,angaur state,6.906,134.13,82.96,76,90,13.98,PW,1702325298
407,galveston,29.3669,-94.9669,66.18,46,0,8.05,US,1702325298
408,queenstown,-31.8976,26.8753,62.51,73,63,1.19,ZA,1702325298
409,cockburn town,21.4612,-71.1419,80.56,74,40,13.8,TC,1702325298
410,sangueya,10.7,-14.3667,76.89,70,3,4.72,GN,1702325299
411,kudat,6.8837,116.8477,78.91,85,85,7.99,MY,1702325299
412,tarawa,1.419,172.984,80.69,94,75,5.75,KI,1702325299
413,kampong thom,12.7111,104.8887,74.73,83,93,4.47,KH,1702325300
414,jutai,-5.1833,-68.9,84.85,84,96,1.86,BR,1702325300
415,vryheid,-27.7695,30.7917,59.25,89,55,7.2,ZA,1702325300
416,ivolginsk,51.7492,107.2837,-31.34,68,20,2.24,RU,1702325300
417,tokar,18.4254,37.729,80.6,73,100,7.0,SD,1702325301
418,flying fish cove,-10.4217,105.6791,74.88,88,75,5.75,CX,1702325301
419,phan rang-thap cham,11.5667,108.9833,70.93,91,94,6.33,VN,1702325301
420,ciudad lazaro cardenas,17.9583,-102.2,87.03,48,100,0.56,MX,1702325003
421,sao joao da barra,-21.6403,-41.0511,78.89,88,100,9.42,BR,1702325039
422,hilo,19.7297,-155.09,79.11,95,100,6.91,US,1702325302
423,fray luis beltran,-39.3167,-65.7667,94.5,13,23,22.64,AR,1702325302
424,kuala tungkal,-0.8167,103.4667,76.6,93,85,5.3,ID,1702325244
425,pauini,-7.7136,-66.9764,93.85,48,88,1.88,BR,1702325302
426,muynoq,43.7683,59.0214,20.28,73,100,20.22,UZ,1702325303
427,kerikeri,-35.2268,173.9474,62.91,76,48,11.45,NZ,1702325300
428,burang,30.25,81.1667,6.66,69,2,2.39,CN,1702325303
429,pangody,65.85,74.4859,-15.48,90,100,12.28,RU,1702325304
430,tarfaya,27.9358,-12.9218,69.84,60,35,8.43,MA,1702325304
431,vadso,70.0744,29.7487,14.88,85,20,12.66,NO,1702325304
432,portland,45.5234,-122.6762,52.84,95,75,3.44,US,1702325023
433,eraan,9.0629,117.7016,77.72,85,0,4.21,PH,1702325305
434,seryshevo,51.0933,128.3786,-24.9,97,5,4.0,RU,1702325305
435,i-n-salah,27.1935,2.4607,63.25,32,0,11.99,DZ,1702325305
436,zemio,5.0314,25.1361,79.77,57,98,3.0,CF,1702325305
437,oranjemund,-28.55,16.4333,61.79,91,0,13.96,NA,1702325306
438,wanxian,30.8039,108.3897,52.52,86,100,4.14,CN,1702325306
439,napili-honokowai,20.9708,-156.6705,83.32,80,2,10.69,US,1702325306
440,yendi,9.4427,-0.0099,82.8,12,68,4.29,GH,1702325306
441,vieux-habitants,16.0589,-61.7659,84.7,76,17,13.58,GP,1702325307
442,pacific grove,36.6177,-121.9166,63.9,48,0,11.99,US,1702324998
443,ermenek,36.6404,32.8918,35.64,91,17,3.51,TR,1702325307
444,north bend,43.4065,-124.2243,57.24,87,100,12.66,US,1702325307
445,torghay,49.6339,63.4981,-16.08,70,6,18.39,KZ,1702325308
446,weno,7.4515,151.8468,78.75,89,100,10.36,FM,1702325308
447,curvelo,-18.7564,-44.4308,88.47,36,88,5.84,BR,1702325136
448,gorom-gorom,14.4439,-0.2361,75.7,17,0,10.54,BF,1702325308
449,playas,-2.6333,-80.3833,80.15,77,38,15.77,EC,1702325308
450,ola,59.5833,151.2833,18.01,91,100,10.67,RU,1702325309
451,merizo village,13.2658,144.6691,80.33,94,82,13.13,GU,1702325309
452,peniche,39.3558,-9.3811,65.28,93,100,13.69,PT,1702325310
453,retreat,38.8245,-85.8533,42.98,48,2,4.0,US,1702325310
454,igarka,67.4667,86.5833,-11.29,99,100,8.08,RU,1702325310
455,tionk essil,12.7856,-16.5217,75.97,49,0,6.58,SN,1702325310
456,tver,56.8619,35.8931,17.29,94,100,8.99,RU,1702325311
457,lagoa,39.05,-27.9833,59.61,66,1,15.73,PT,1702325311
458,bikenibeu village,1.3673,173.1241,80.56,94,75,5.75,KI,1702325311
459,paysandu,-32.3214,-58.0756,85.6,50,0,11.92,UY,1702325262
460,namtsy,62.7161,129.6658,-26.16,96,100,4.56,RU,1702325312
461,ingeniero jacobacci,-41.3427,-69.5448,68.88,26,1,31.38,AR,1702325312
462,tamanrasset,22.785,5.5228,62.51,17,0,8.05,DZ,1702325312
463,minab,27.1467,57.0801,71.78,43,100,1.03,IR,1702325313
464,lamu,-2.2717,40.902,79.02,88,100,8.21,KE,1702325313
465,bel ombre,-4.6167,55.4167,81.81,76,98,2.06,SC,1702325313
466,berezovyy,51.6667,135.7,-12.12,70,0,5.84,RU,1702325313
467,nkhotakota,-12.9274,34.2961,80.44,69,46,6.71,MW,1702325313
468,la ronge,55.1001,-105.2842,12.6,70,96,20.4,CA,1702325314
469,nova sintra,14.8667,-24.7167,73.85,65,22,17.74,CV,1702325314
470,cox's bazar,21.4532,91.9798,62.62,79,0,7.67,BD,1702325120
471,souillac,-20.5167,57.5167,77.38,78,20,5.75,MU,1702325314
472,saguenay,48.4168,-71.0657,28.08,92,100,5.01,CA,1702325311
473,prainha,-1.8,-53.48,89.67,51,84,6.42,BR,1702325315
474,howrah,22.5892,88.3103,62.6,82,0,3.44,IN,1702325315
475,yemel'yanovo,56.1681,92.6767,-37.91,73,58,0.0,RU,1702325315
476,anisoc,1.8658,10.7689,72.05,98,100,2.15,GQ,1702325316
477,kaa-khem,51.6833,94.7333,-29.6,97,90,1.97,RU,1702325316
478,hammerfest,70.6634,23.6821,28.85,93,75,10.36,NO,1702325316
479,la punta,-33.1837,-66.3127,88.61,29,0,17.38,AR,1702325316
480,narok,-1.0783,35.8601,61.65,86,95,4.97,KE,1702325317
481,trujillo,-8.116,-79.03,69.76,78,46,10.36,PE,1702325317
482,agua branca,-5.8922,-42.6361,90.39,40,92,0.65,BR,1702325317
483,diego martin,10.7005,-61.5342,83.16,71,65,8.84,TT,1702325317
484,sumbe,-11.2061,13.8437,78.35,84,100,3.15,AO,1702325318
485,turriff,57.5384,-2.4593,42.85,86,100,9.33,GB,1702325318
486,funafuti,-8.5243,179.1942,86.0,79,75,0.0,TV,1702325319
487,sarmiento,-45.5882,-69.07,70.56,22,70,22.08,AR,1702325319
488,mulayjah,27.271,48.4242,67.59,34,60,2.15,SA,1702325319
489,ma'rib,15.4591,45.3253,60.4,26,10,1.88,YE,1702325319
490,laghouat,33.8,2.8651,61.25,24,4,4.63,DZ,1702325320
491,la rinconada,37.4873,-5.9826,61.05,90,0,1.14,ES,1702325320
492,mokhsogollokh,61.4681,128.9203,-18.65,91,100,9.04,RU,1702325320
493,illizi,26.4833,8.4667,58.14,35,0,6.49,DZ,1702325320
494,hami,42.8,93.45,28.35,53,100,3.42,CN,1702325071
495,marana,32.4367,-111.2254,77.76,12,100,3.53,US,1702325182
496,nadym,65.5333,72.5167,-18.11,89,100,12.24,RU,1702325321
497,bowen,-20.0167,148.2333,78.58,85,96,22.01,AU,1702325321
498,sidi ifni,29.3797,-10.173,70.38,49,60,6.35,MA,1702325321
499,phillaur,31.0292,75.7842,50.85,33,0,4.81,IN,1702325321
500,karaton,-6.3424,106.1045,73.92,91,83,4.79,ID,1702325322
501,kralendijk,12.15,-68.2667,84.18,79,40,16.11,BQ,1702325206
502,fort bragg,35.139,-79.006,48.81,55,75,9.22,US,1702325322
503,harstad,68.799,16.5293,28.15,94,77,4.76,NO,1702325322
504,ar rutbah,33.0381,40.2848,60.26,52,100,5.19,IQ,1702325322
505,mana,5.6592,-53.7767,82.9,76,97,9.66,GF,1702325322
506,daru,-9.0763,143.2092,76.08,92,57,7.47,PG,1702325323
507,motueka,-41.1333,173.0167,63.1,55,100,6.78,NZ,1702325323
508,nuuk,64.1835,-51.7216,34.41,80,100,41.43,GL,1702325323
509,halifax,44.6453,-63.5724,58.89,91,100,21.85,CA,1702325098
510,vila franca do campo,37.7167,-25.4333,59.41,82,99,6.64,PT,1702325323
511,puerto morazan,12.8504,-87.1717,94.53,44,72,7.87,NI,1702325324
512,oltinko'l,40.8011,72.1634,40.24,93,100,5.91,UZ,1702325324
513,secovce,48.7007,21.661,36.84,98,100,7.74,SK,1702325324
514,kourou,5.1552,-52.6478,86.05,72,100,7.83,GF,1702325324
515,chui,-33.6971,-53.4616,71.4,69,16,12.01,UY,1702325161
516,grand falls-windsor,48.9332,-55.6649,56.5,87,100,7.0,CA,1702325325
517,khandud,36.9513,72.318,23.29,92,100,4.94,AF,1702325325
518,magdagachi,53.45,125.8,-19.91,85,1,5.59,RU,1702325325
519,renfrew,55.872,-4.3925,44.15,98,100,6.91,GB,1702325325
520,svetlyy,54.675,20.1347,32.05,99,100,1.1,RU,1702325325
521,brady,31.1352,-99.3351,67.35,20,0,4.61,US,1702325270
522,trashigang,27.3331,91.5542,50.2,77,14,5.03,BT,1702325326
523,'alaqahdari dishu,30.4374,63.313,56.88,30,24,5.35,AF,1702325326
524,yuxia,34.0615,108.6291,38.62,82,1,3.18,CN,1702325326
525,xai-xai,-25.0519,33.6442,74.79,97,99,4.63,MZ,1702325326
526,koryazhma,61.3143,47.1691,8.91,91,100,12.37,RU,1702325326
527,robertsport,6.7533,-11.3686,81.84,79,39,8.77,LR,1702325327
528,prince albert,53.2001,-105.7677,19.47,41,0,21.45,CA,1702325327
529,ugoofaaru,5.6667,73.0,82.56,76,87,8.03,MV,1702325327
530,akjoujt,19.6969,-14.4164,73.63,14,8,6.89,MR,1702325327
531,novodvinsk,64.4165,40.8122,4.78,93,100,7.02,RU,1702325121
532,katabu,-4.9333,122.5167,77.61,89,94,1.88,ID,1702325328
533,hotan,37.0997,79.9269,36.79,28,100,7.74,CN,1702325328
534,dhidhdhoo,6.8833,73.1,82.36,73,93,3.91,MV,1702325328
535,faya-largeau,17.9257,19.1043,67.69,31,0,17.63,TD,1702325328
536,la'ie,21.6477,-157.9253,84.16,80,19,8.01,US,1702325328
537,ericeira,38.9627,-9.4156,65.35,93,100,13.11,PT,1702325329
538,mo i rana,66.3128,14.1428,9.32,85,0,4.61,NO,1702325329
539,kokopo,-4.352,152.2633,76.01,85,97,3.6,PG,1702325329
540,changsha,28.2,112.9667,40.86,77,81,8.81,CN,1702325329
541,xianyang,34.3378,108.7026,37.22,90,1,6.35,CN,1702325329
542,alofi,-19.0595,-169.9187,76.89,94,100,5.75,NU,1702325330
543,conception bay south,47.4999,-52.9981,51.04,97,100,22.82,CA,1702325330
544,shingu,33.7333,135.9833,63.16,97,100,13.65,JP,1702325330
545,cerritos,33.8583,-118.0648,77.74,56,75,4.61,US,1702325330
546,itoman,26.1247,127.6694,71.98,100,75,20.71,JP,1702325330
547,new norfolk,-42.7826,147.0587,51.71,80,92,1.61,AU,1702325331
548,tindouf,27.6711,-8.1474,63.55,27,61,11.03,DZ,1702325331
549,urengoy,65.9667,78.3667,-14.51,90,100,8.48,RU,1702325331
550,zaigrayevo,51.8336,108.2703,-21.98,99,50,0.45,RU,1702325331
551,marsabit,2.3284,37.9899,71.04,56,100,10.11,KE,1702325331
552,chernomorskoye,45.5039,32.6997,46.71,92,100,9.06,UA,1702325332
553,antofagasta,-23.65,-70.4,69.08,65,100,8.68,CL,1702325171
554,salym,60.0625,71.4789,-26.0,98,25,3.06,RU,1702325332
555,allapalli,19.4167,80.0667,60.39,74,28,1.12,IN,1702325332
556,rio grande,-32.035,-52.0986,80.71,77,12,14.29,BR,1702325166
557,bandar,2.05,99.75,74.5,97,100,2.01,ID,1702325332
558,gwalior,26.2236,78.1792,59.81,49,0,3.78,IN,1702325333
559,muslyumovo,55.3033,53.1947,-10.39,96,29,6.44,RU,1702325333
560,mossel bay,-34.1831,22.146,64.33,78,0,5.53,ZA,1702325333
561,newman,37.3138,-121.0208,57.24,52,93,4.0,US,1702325333
562,cananeia,-25.0147,-47.9267,72.55,81,100,5.73,BR,1702325334
563,mukalla,14.5425,49.1242,74.21,68,13,1.5,YE,1702325334
564,al jawf,29.5,38.75,62.8,81,100,7.87,SA,1702325334
565,perbaungan,3.5679,98.956,77.11,93,100,7.36,ID,1702325334
566,umm kaddadah,13.6017,26.6876,74.71,13,99,13.58,SD,1702325334
567,salinopolis,-0.6136,-47.3561,83.19,74,79,13.82,BR,1702325264
568,afif,23.9065,42.9172,62.29,18,55,9.53,SA,1702325335
569,colonia,50.9333,6.95,50.88,85,75,8.05,DE,1702325335
570,waddan,29.1614,16.139,59.07,65,48,10.2,LY,1702325335
571,pembroke,45.8168,-77.1162,24.78,71,100,10.16,CA,1702325138
572,wattegama,6.7989,81.4808,73.62,95,58,4.03,LK,1702325335
573,wewak,-3.5534,143.6268,77.94,90,99,5.57,PG,1702325336
574,lospalos,-8.5186,127.0025,74.77,87,100,3.02,TL,1702325336
575,qurayyat,31.3318,37.3428,55.58,88,80,6.91,SA,1702325336
576,tomaszow lubelski,50.4477,23.4162,35.13,98,100,14.18,PL,1702325336
577,sangre grande,10.5835,-61.1177,86.94,100,68,7.27,TT,1702325336
578,sidrolandia,-20.9319,-54.9614,89.02,48,73,3.42,BR,1702325336
579,kailua-kona,19.6406,-155.9956,84.27,72,20,4.61,US,1702325337
580,kamianske,48.5113,34.6021,35.64,100,100,5.1,UA,1702325233
581,matay,28.419,30.7792,61.21,44,0,8.77,EG,1702325337
